profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir,eslesen_sehir
ebruu9395,87.0,17.0,38.0,64.0,i̇stanbul,İstanbul
Asu_Sarili,125.0,44.0,43.0,30.0,di̇yarbakir,Diyarbakır
Aysel_Ermis2,119.0,25.0,19.0,7.0,gaziantep,Gaziantep
nytuser_havvaavara_3963,13.0,5.0,4.0,1.0,antalya,Antalya
funda-memis,77.0,86.0,29.0,4.0,malatya,Malatya
arzununlezzetleri,71.0,95.0,210.0,31.0,konya,Konya
ozgedemir_2302,12.0,3.0,1.0,0.0,hatay,Hatay
sumeyyeakar,84.0,67.0,109.0,24.0,gazi̇antep,Gaziantep
sedacbn,15.0,17.0,9.0,13.0,gazi̇antep,Gaziantep
ozlem-gezgin-7717,51.0,36.0,37.0,0.0,balikesi̇r,Balıkesir
silankurtak,63.0,19.0,18.0,13.0,si̇i̇rt,Siirt
pinar-esmer-3970,43.0,13.0,13.0,11.0,muş,Muş
tugbademirel80,127.0,10.0,20.0,15.0,bursa,Bursa
Bus_Mutfakta,42.0,30.0,57.0,5.0,ankara,Ankara
z-yalcin-5576,51.0,5.0,7.0,5.0,kayseri̇,Kayseri
Merve_Capartas,126.0,25.0,18.0,23.0,kahramanmaraş,Kahramanmaraş
nihale41,70.0,6.0,8.0,13.0,kocaeli̇,Kocaeli
nytuser_mervecakmak_5052,25.0,4.0,4.0,0.0,i̇stanbul,İstanbul
nytuser_esmaozkan_3263,15.0,5.0,6.0,1.0,yalova,Yalova
brrnn,50.0,7.0,4.0,0.0,gazi̇antep,Gaziantep
nytuser_cansuuludag_3161,24.0,10.0,9.0,5.0,bursa,Bursa
margarethale,36.0,4.0,21.0,37.0,bursa,Bursa
goog_e26eb4d63532,49.0,21.0,20.0,2.0,ankara,Ankara
sannora,124.0,132.0,146.0,21.0,erzurum,Erzurum
Arzu_Sahin8,132.0,96.0,284.0,3.0,trabzon,Trabzon
aynuravci8364,77.0,12.0,3.0,3.0,i̇stanbul,İstanbul
hulya_hamamci3717,16.0,2.0,0.0,0.0,i̇zmi̇r,İzmir
AysunVedat_Sayindi,100.0,4.0,3.0,7.0,antalya,Antalya
nytuser_songulhacimustaf_6366,27.0,8.0,12.0,6.0,konya,Konya
Tubakaya_260717,20.0,35.0,23.0,12.0,van,Van
hasret-gurbuz-27,44.0,3.0,2.0,1.0,gazi̇antep,Gaziantep
ayse_ats,18.0,1.0,0.0,2.0,di̇yarbakir,Diyarbakır
mervekaradagli,72.0,38.0,28.0,1.0,kirklareli̇,Kırklareli
Hilalle52,28.0,43.0,23.0,6.0,i̇stanbul,İstanbul
Aysegul_Pehlivanoglu2,88.0,103.0,273.0,76.0,kayseri̇,Kayseri
