profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir
erubi,66,48.0,226,1036,ankara
aysegulper,106,84.0,131,7,ankara
Rahsan_Atilla,108,18.0,13,12,
Neslihan-yogunali,136,14.0,16,1,i̇stanbul
Gulcin_Yildirim9,107,15.0,10,9,i̇stanbul
gultenbayazit,63,404.0,1613,34,i̇stanbul
Seval_Kocabas,110,10.0,13,13,i̇stanbul
Ozgul_Aksoy2,109,2.0,14,33,mani̇sa
sultanavci,101,397.0,1527,17,ankara
oslemm21,63,14.0,25,37,i̇zmi̇r
Seyhan_Oruc,110,46.0,48,6,
Ahsen-BERBER,143,12.0,135,9,
piral,92,69.0,118,22,erzurum
ezgisimsek2001,76,25.0,26,2,gazi̇antep
Damlaozdemirr,111,12.0,21,3,eski̇şehi̇r
asligunaydinnn,71,8.0,16,16,
habibecee,62,46.0,107,13,çorum
Serife_Ates2,116,10.0,22,61,bursa
1442yb,68,165.0,110,9,
Muge_Isikyildiz,122,41.0,268,4,
limeninevyemekleri,62,51.0,157,0,kahramanmaraş
Sena-Tzn,116,53.0,33,7,
sukeynabozkurt,98,161.0,818,2,i̇stanbul
Muge_TezelKaya,121,35.0,39,3,bursa
semanuravc,62,121.0,1508,10,samsun
mastergelin,66,1.0,10,14,yurtdişi
Dilek_Sayi,94,14.0,23,66,teki̇rdağ
Songul_Sevindik2,110,133.0,735,7,mersi̇n
burcum061,74,66.0,60,7,trabzon
1kubu,63,73.0,94,0,
Ayse_Gencaslan,63,30.0,161,0,yozgat
Melis_Talay,142,20.0,47,11,ankara
KevserYusuf_Batir,66,74.0,717,711,ankara
pinaryildirim2019,75,164.0,773,9,
Alibetul_Karatas,82,60.0,132,27,kahramanmaraş
r-mhlka,117,75.0,308,176,isparta
satinindunyasi,75,32.0,57,6,
lale13,73,62.0,85,49,i̇stanbul
semaninelinden3038,64,12.0,44,80,konya
umutluhayat,135,50.0,742,18,
nurnurgulsimsek,75,304.0,113,1,ankara
sevilay-ugur,136,50.0,177,60,ordu
Irem_Kara16,72,3.0,2,4,
ilknursolak,70,8.0,36,46,
nesimenintarifleri,75,348.0,1727,67,ankara
Simge_Urek,122,1.0,2,1,i̇zmi̇r
ErayMerve_Balandi,88,2.0,9,15,teki̇rdağ
tasmelis,67,22.0,73,7,şanliurfa
aytencoban27,78,27.0,8,0,i̇stanbul
Ebru_Uslu13,97,38.0,81,68,kocaeli̇
seyalozr,69,115.0,310,1,mardi̇n
gucluyasemin,67,55.0,1046,18,kocaeli̇
aysegul97m,65,65.0,178,58,i̇stanbul
perla35,100,73.0,37,2,i̇zmi̇r
zeynepates29,119,55.0,1290,12,gümüşhane
narmutfak,67,20.0,52,45,kocaeli̇
arnavut66,67,42.0,42,50,yozgat
muratzade,65,8.0,48,47,iğdir
nurd1,91,29.0,76,94,mersi̇n
Tuba_Orhan,119,12.0,12,6,
Seher_Kaya5,127,437.0,775,16,şanliurfa
Ali_Argun,65,1.0,0,2,
mervekaytan01,65,12.0,60,83,
Sezer_Kesman,65,1.0,1,0,antalya
Gunsel_Erkal,92,2.0,3,2,
pakizeakyuz,77,45.0,168,66,ankara
6-ayse,77,15.0,51,48,antalya
elifkazanc,121,101.0,305,59,i̇stanbul
eymen19,78,78.0,60,16,edi̇rne
gunaymutfakta,65,61.0,64,6,gazi̇antep
leylaserkan2701,94,9.0,11,28,adana
Ayse_GencDudakli,108,85.0,1992,1296,mersi̇n
neslihan191,107,1.0,11,20,bi̇leci̇k
Yalcintepe_Sigva,121,92.0,67,0,i̇stanbul
elif54288,66,11.0,22,1,sakarya
wishcotton,68,2.0,2,0,
papatya33,103,39.0,51,17,aydin
tugcelitarifler,66,14.0,65,50,uşak
melahatinmutfagi,66,17.0,35,19,i̇stanbul
senemnur123,66,5.0,20,50,konya
mehtapsimsek6954,77,33.0,40,8,i̇stanbul
ceylann28,73,24.0,103,162,kocaeli̇
Cansu_Yerli,67,3.0,16,9,i̇zmi̇r
deryaninellerinden,67,10.0,198,294,batman
busratankara,67,55.0,85,46,i̇stanbul
Misk_Sabun,117,51.0,82,10,adana
Havva_Simal,68,10.0,22,127,i̇stanbul
Medine_Samsama,67,3.0,4,0,i̇stanbul
yemeksirri,69,30.0,40,50,ankara
1111ssmm,70,8.0,53,155,samsun
turkuazkitchen,76,72.0,727,7,yurtdişi
elfball,69,4.0,21,32,i̇stanbul
Elif_AK9,112,55.0,253,3,i̇stanbul
caggi,82,132.0,1590,7,yurtdişi
Asli_Cakilkaya2,68,1.0,0,1,
Mustafa_Sarica2,93,72.0,160,11,erzurum
Ebru_Solak3,71,182.0,331,593,
lemane,69,15.0,31,35,i̇stanbul
Maysa_Bulut2,73,16.0,24,17,i̇stanbul
Farmasi_Elif,77,27.0,34,4,i̇stanbul
bahartunca2121,75,18.0,14,7,
neskad,106,62.0,121,97,bayburt
serifenin_lezzetli_mutfagi,118,296.0,6260,84,samsun
elifhacerdemir,73,20.0,227,220,di̇yarbakir
fadimesevda0571,92,88.0,200,104,yurtdişi
nupelda09,72,99.0,430,3,mani̇sa
Gzem02,120,12.0,20,10,adiyaman
ZeynepUmmuYusra,115,21.0,25,3,yalova
umutbela,72,3.0,4,3,
gamzeseltarifler,72,61.0,39,2,i̇zmi̇r
azraates4649,72,22.0,108,229,
zehrabasak64,78,2.0,18,33,
asyaadaaaaaaaaaaaaa,72,3.0,12,25,i̇stanbul
Bilgiz_Ozden,92,18.0,22,52,
mutfak01,103,69.0,71,5,adana
semakrcu77,73,34.0,36,1,ankara
Soner_Avsar2,81,63.0,50,40,antalya
hilal0619,113,3.0,2,0,i̇stanbul
kebo1978,92,13.0,15,3,i̇stanbul
yaseminkorkmaz2260,73,8.0,8,2,i̇zmi̇r
eek121197gmail-com,108,43.0,88,7,i̇zmi̇r
bht280995,98,7.0,13,7,i̇zmi̇r
lezzetinsenocagi,113,29.0,48,14,i̇zmi̇r
hvvmutfak,74,11.0,8,0,
Gamze_Ozdemir46,80,51.0,44,4,i̇zmi̇r
behluldane,77,75.0,174,196,konya
Derya_Hilal,101,6.0,0,0,
oya-betul,103,255.0,817,366,ankara
eviminkalbi,74,23.0,29,14,ankara
Yusuf_Gunduz2,101,88.0,95,45,erzurum
aysunolgun,78,26.0,34,26,mersi̇n
ozlemgungor5228,75,280.0,74,3,kocaeli̇
lezzetiala,81,223.0,964,13,bursa
Kasim_Akkaya,79,18.0,120,4,
nefeslezzetlerr,75,28.0,44,0,yurtdişi
Gulsen_Tiryaki,116,272.0,997,48,yurtdişi
edaensar,91,26.0,11,2,ankara
giizce,80,37.0,61,13,i̇zmi̇r
sehersahan66,103,13.0,13,4,yozgat
murem2202,75,24.0,39,17,adana
GuLisTaN-YaVuz,120,453.0,1278,71,gazi̇antep
Elizz_Aslvr,84,36.0,68,0,
Esra_Ilhan5,116,13.0,16,4,ankara
hebena,78,64.0,77,1,yurtdişi
hilkatbanu35,77,4.0,4,0,i̇zmi̇r
gizem-demir,90,39.0,75,4,gazi̇antep
Ozgenur_Alptekin,94,12.0,15,2,gazi̇antep
jayeninmutfagi,77,26.0,60,4,i̇stanbul
firdevs23,119,46.0,137,28,di̇yarbakir
rabiayaman13,80,15.0,17,11,konya
ozleminhayaldunyasi,82,261.0,333,0,mersi̇n
haticeguven7155,94,379.0,497,15,samsun
Betul_Aykac2,124,7.0,8,0,
Melike_Ceylan8,94,63.0,82,0,ankara
themutfagi,83,77.0,172,69,muş
ferhanferi,88,62.0,43,2,i̇stanbul
busra-atci,126,26.0,73,67,
betulskitchen,122,39.0,251,26,
meryemsena511,79,12.0,5,0,
MuratDogan_Tuncay,124,160.0,756,29,gazi̇antep
gonul1516,79,13.0,13,2,
betulunmutfagi02,79,3.0,3,2,
rojadeniz,90,41.0,40,2,konya
irem_ayşe98,91,155.0,1025,1,ankara
Ozlem_CigilliSelcuk,124,30.0,34,6,yurtdişi
Cigdem_Soylu,125,71.0,382,70,yurtdişi
venhar2626,83,52.0,62,1,eski̇şehi̇r
Pinar_MunganYaris,80,30.0,21,4,
AhmetEymen_Gunduz,116,20.0,56,21,afyon
tekadamelifnur,84,31.0,29,30,şanliurfa
Merve_Karagoz15,107,163.0,216,19,kocaeli̇
esemze,91,23.0,34,13,sakarya
Zeyd_Rings,80,8.0,23,35,adiyaman
Nejla_Ozdemir7,110,14.0,23,15,i̇stanbul
dbusracakmak,80,7.0,7,1,
zeynep5232580,83,192.0,1727,1209,şanliurfa
alialper06,86,3.0,5,6,
zeynepsariisik,86,5.0,6,4,ankara
Berna_Ozturk12,113,286.0,1470,344,i̇stanbul
zbekgonca,110,123.0,2121,337,ni̇ğde
bsr6161,92,9.0,34,7,yurtdişi
Esma_DivarYildirim,97,6.0,1,3,i̇stanbul
mrvks00,126,49.0,74,13,i̇stanbul
edas1903,92,11.0,22,46,ankara
Teslime_Karsli,90,2.0,0,2,
guzgunesi,111,70.0,170,12,di̇yarbakir
nurcansaglam88,101,6.0,1,1,
Halil_Aslan7,93,40.0,91,38,şanliurfa
zeynepsezdisezdi8766,96,11.0,19,5,kahramanmaraş
atilladevin,124,95.0,1778,7,yurtdişi
Holmes12,129,527.0,33868,837,
edakilic4640,99,14.0,31,9,
Dilek_Turkben,103,3.0,3,2,mersi̇n
sedatrn,131,53.0,113,9,
Dila32,115,228.0,1261,41,yurtdişi
nerimanozcelik,114,22.0,11,1,
Hande_Nakis,116,22.0,20,16,si̇vas
sedeff91,125,3.0,6,6,bursa
NicholasPatrick_Michaelson,121,2.0,43,0,
Emre_Gumus,123,4.0,2,5,kütahya
Yeliz_Hayti,125,6.0,4,0,deni̇zli̇
Zehra_Merd,123,24.0,7,1,
aylinkaynak,126,35.0,33,26,
inal,135,23.0,40,3,i̇zmi̇r
Rabia182007,126,22.0,85,26,i̇stanbul
cido84,144,194.0,7624,1,konya
sumeyye1997,130,2.0,5,6,
zeynepkeles,132,174.0,272,3,
nesrin33,132,98.0,230,53,
Oguzhan_Demir,145,161.0,267,43,
fidan1981,134,8.0,58,11,
cansuikra,150,233.0,2192,21,yurtdişi
ugur-bocugu,145,14.0,35,22,
Mehtap_Selistire,137,130.0,489,3,antalya
gul-coskun,137,76.0,248,1,mersi̇n
tofnik,142,107.0,739,6,ordu
Burcu_Kupeli,147,310.0,4009,0,yurtdişi
mihrimah,146,131.0,341,9,burdur
Leyla_Gultepe,157,5.0,12,0,
ozgungok,151,67.0,1005,12,
medinesimsek_9545,32,144.0,459,19,yurtdişi
tugbayilmazzz,79,37.0,51,3,
gullayseee,4,1.0,1,1,
Gulten_Konca,90,60.0,150,35,antalya
kivircikchef_,25,81.0,223,8,mersin
esraskitchenn,79,29.0,27,2,i̇stanbul
eliftenmutfakreceteleri,2,30.0,272,2,ankara
Duygu_Yalcin14,67,37.0,31,21,afyon
elma22,126,3144.0,2464,3,
nefismaceralarim,4,62.0,295,0,
nytuser_duyg,19,69.0,72,28,mersi̇n
Cennet_Duroglu,97,39.0,41,81,mersin
Nilgun_SevgiPadak,93,13.0,10,5,
kahvekolikbus,28,18.0,15,14,ankara
el-if-ar,100,114.0,494,4,erzincan
nytuser_elifsimsek_7423,13,62.0,57,32,samsun
Muazzez_Arslan2,68,15.0,23,13,i̇zmi̇r
elif_nb,40,1.0,1,0,
nytuser_melihatburul_1293,15,19.0,18,4,batman
nytuser_thehousegourmet_1186,46,25.0,59,2,i̇zmir
periliseylerr,1,5.0,4,2,denizli
Derya_Pnk,117,220.0,1446,3,antalya
merveacarakpinar,49,325.0,1445,0,erzurum
hilal-taplamaci,91,97.0,376,34,şanliurfa
tarifduragim,85,254.0,4239,16,ankara
Aisha_Orif,12,6.0,8,3,yurt dışı (di̇ğer)
fkaplan,100,226.0,1380,13,nevşehir
zeycanakbas,4,24.0,32,660,i̇zmi̇r
cezve,126,1592.0,1386,4,
NAZAN YILMAZ,135,56.0,64,43,
sanemceltikoglu,50,61.0,46,0,aydin
genctanirsara,20,3.0,5,3,gaziantep
kirazli_mutfagim,2,7.0,26,1,eskişehir
Candan_Kup,123,41.0,36,13,i̇stanbul
ceydadan0,38,205.0,168,354,i̇stanbul
marsmelov642,69,51.0,22,24,i̇stanbul
ozgebasemek,5,21.0,24,1,
denizbuke,2,1.0,1,19,elazığ
GulcanNoman_Lermi,119,113.0,85,24,i̇stanbul
Nihan_Cevri,117,29.0,17,1,bursa
busraasekeerr,2,10.0,7,3,balıkesir
hayalimlezzet,30,61.0,129,7,i̇stanbul
mrve23,88,32.0,28,18,
cansel_akar5996,41,66.0,52,4,hatay
esrauyanik1891,61,88.0,86,2,nevşehi̇r
bensutc,84,2.0,5,7,yurt dışı (fransa)
nytuser_sabriyedemircan_7230,26,5.0,3,3,eski̇şehi̇r
zehra_ozer_,5,99.0,56,56,
hilalclk25,126,19.0,38,9,kocaeli
Aysun_YukselMukanbay,111,384.0,492,50,edi̇rne
elifemineemir,55,9.0,3,0,tokat
mehtap_cavdar9343,4,6.0,5,7,konya
NuranRustem_Kaleli,92,3.0,2,1,
heyzeyb,22,5.0,6,5,
canannursur,72,3.0,3,3,i̇stanbul
ezgigurpinar,6,13.0,7,1,yurt dışı (di̇ğer)
filiz_93,22,43.0,35,5,adana
nytuser_altincicekbolat_7447,11,9.0,6,4,yozgat
Zeynep_Duran36,48,57.0,50,4,mardi̇n
zuhal_erdem3437,40,97.0,62,108,i̇stanbul
yemekresitali,3,32.0,89,1,i̇stanbul
Oznur_Yildirim4,118,1.0,6,1,
nurozturk_yemekisteriz,8,146.0,383,11,
sultankurkluctn,5,69.0,220,4,afyonkarahisar
nytuser_seyhanfeyzullah_8065,16,2.0,8,9,bursa
aydogarli,55,13.0,1,1,i̇zmi̇r
goog_41e1c79da33e,39,93.0,145,12,gazi̇antep
nytuser_gulendamgul_6412,14,1.0,1,0,adiyaman
semraninlezzetleri44,28,247.0,792,17,yurtdişi
rukiyeeryilmaz,3,3.0,2,40,nevşehi̇r
Pinarozell_Dogan,124,107.0,174,20,i̇stanbul
selinmemis_2564,17,104.0,113,33,i̇stanbul
Derya_Ucak2,61,155.0,76,13,deni̇zli̇
AyseHasan_Sanli,92,391.0,1929,139,yurt dışı (belçika)
slhnklnc,128,33.0,38,2,
esma-6923,44,55.0,59,0,karaman
aysununmutfagi69,56,540.0,3529,20,
gagaaylin,71,69.0,83,21,i̇stanbul
kesinyiyelim,4,5.0,7,1,i̇stanbul
merveozdemirrrr,119,7.0,5,6,
nytuser_kadersarikaya_7408,8,15.0,11,10,eski̇şehi̇r
esmanraksy,101,6.0,8,0,
nytuser_edacildir_9156,21,20.0,40,5,
EkimBasak,37,50.0,26,7,ankara
yetoskitchen,61,163.0,499,15,yurtdişi
fatmadan_lezzetlerr,156,313.0,497,3,
Nese_EsenOzkan,122,285.0,326,0,
seda_yiyit4164,24,1.0,1,0,
daydogan,67,457.0,1043,34,ankara
elifeymenkagan,133,149.0,390,9,
nytuser_yaseminsezen_8049,19,63.0,127,23,eskişehir
gencanneler,122,601.0,9250,302,gazi̇antep
pembegultrn,79,81.0,117,31,yurtdişi
nytuser_rojzerindemir_6278,13,3.0,2,2,muş
bayancopurlar,79,9.0,16,0,kayseri̇
hasanbusram,6,20.0,16,1,si̇i̇rt
suheylamehmett,16,23.0,18,5,gazi̇antep
Ruya_Ozdemir5,73,43.0,19,1,i̇zmi̇r
yarenalkangarip6592,56,12.0,3,1,
EndonezyaliGelin,19,65.0,74,1,eskişehir
Melisa_Sahin23,47,35.0,24,3,kayseri̇
gulsenrich,30,117.0,388,25,yurtdişi
nytuser_marryasdas_0588,28,8.0,17,2,
semakayaduman,6,54.0,142,1,i̇stanbul
Nurcan_Albayrak7,86,79.0,87,8,ankara
Derya_Soylu8,75,39.0,28,6,i̇stanbul
Canan_Sahin14,112,62.0,91,193,i̇stanbul
papatyadeniz_6565,17,66.0,30,7,van
oyure,37,7.0,5,0,i̇stanbul
ebrucopoglu,7,29.0,11,0,ordu
mkoyas,123,10.0,14,6,adana
eslm67,109,75.0,74,1,
aysemelisa_3239,17,8.0,4,0,i̇zmi̇r
meliketataa,90,72.0,249,22,şanliurfa
ayseabla2727,102,362.0,272,71,gazi̇antep
gonckader,56,23.0,31,20,i̇zmi̇r
goog_18c41c5d6214,33,141.0,152,5,mersi̇n
lecaramel,63,156.0,303,1,i̇stanbul
aslinurcanakci_7458,35,63.0,26,8,i̇stanbul
rukyemustfaskm,78,5.0,6,5,ankara
aysenurkiraz,7,9.0,3,0,
diyetisyendenlezzetlitarifler,99,1363.0,48908,31,i̇stanbul
tgcbolat,66,61.0,56,12,
nytuser_esranaimoglu2coc_1595,16,45.0,29,4,i̇stanbul
Hifa_Yaren,113,94.0,94,36,elaziğ
Mehtapushka,137,10.0,7,23,
goog_ec95898349ab,40,10.0,6,12,
uppereastsider,92,20.0,23,3,
Nurgul_AktasHokkas,41,6.0,6,2,i̇zmi̇r
sevcanin_tarifleri_,14,10.0,4,5,teki̇rdağ
beyzabilben,52,50.0,138,2,gaziantep
nytuser_eminesari_5472,9,4.0,3,1,
nytuser_jindarkilic_8568,18,6.0,29,32,mardi̇n
sadikogluesra53,9,16.0,30,0,ankara
tugbakucuk_9941,40,213.0,944,3,i̇zmi̇r
nytuser_gamzeduhaakgul_5245,53,48.0,94,7,
ilknurozgul,68,27.0,42,3,
blume3,89,339.0,3509,30,i̇stanbul
Hatice_Durmus28,67,554.0,802,96,burdur
eminecetiner_0063,30,51.0,132,28,
mervesdiaries,97,54.0,70,15,ankara
nytuser_kubratekinyukse_0837,7,1.0,1,0,erzi̇ncan
zehraeylul-8010,43,68.0,401,17,konya
Gulce_32skb,18,22.0,48,112,ankara
betuldentarifler,53,60.0,302,9,di̇yarbakir
mekanimutfak,115,69.0,101,20,ankara
baba_yemekler,8,22.0,79,20,i̇stanbul
Mtuba_Yguzel,92,41.0,55,82,
_diplomalianne_,16,13.0,3,1,
rabiaunl,114,90.0,177,11,kayseri̇
zehrasahin66,84,25.0,28,27,
beyyu,121,11.0,3,6,i̇stanbul
nurdan_avdan,10,36.0,18,2,
Emily_Dastino,18,252.0,573,0,yurtdişi
Ozge_Krblt,127,96.0,583,48,samsun
meliissyldrm,96,11.0,21,10,
nytuser_aytentunc_8109,8,1.0,1,0,
Sevinc_AydemirYorulmaz,137,14.0,17,26,i̇stanbul
nurten00,106,29.0,15,0,
nytuser_zubeydebolat_5857,11,21.0,25,7,kayseri̇
nytuser_eslembora_3793,8,26.0,9,0,bursa
elvan_01,18,18.0,9,19,
Fadime_Orgun,98,29.0,23,9,konya
BugraUmut_Ciger,119,115.0,112,3,antalya
aysegulkilincat,51,378.0,782,18,gazi̇antep
kaptanin_yemek_defteri,14,22.0,12,4,ankara
goog_f9cc149977e9,44,41.0,61,17,gazi̇antep
AsliHuseyin_Capik,116,182.0,215,92,adana
Mustafa_Asuman,44,38.0,86,13,kayseri̇
tugcenursivri_3202,35,17.0,38,1,trabzon
mervesahin_8552,31,77.0,29,13,ankara
nytuser_ilknuryildiz_6340,16,9.0,25,7,yurtdişi
hesnaninsirinmutfagi,65,209.0,2251,10,kütahya
Gokce_Kral,97,5.0,6,0,
nytuser_muratucar_2334,10,13.0,17,0,i̇stanbul
cylnsrydn,12,107.0,60,54,adiyaman
sneijder1905,18,1.0,2,5,
pedalizaas,138,14.0,19,4,
nytuser_kubra_3588,15,66.0,81,1,ankara
hilalyilmaz90,56,14.0,10,3,
seymameric,50,9.0,8,7,
my-purple-dreams,101,30.0,59,71,ankara
Zerrin_Goktepe,126,74.0,178,9,antalya
nytuser_sultanturkmen_5342,10,6.0,13,5,
lutfiyesevtekin_8944,29,23.0,54,0,i̇stanbul
beceriklibiranne,20,167.0,233,4,kirikkale
nytuser_seymanuralpata_2044,10,8.0,5,8,hatay
nytuser_hazalyazgec_1022,11,2.0,1,1,i̇stanbul
hollandaveyemeklerim,10,12.0,124,4,yurtdişi
Leman-LEMAN,122,81.0,127,10,i̇stanbul
serpildemiroren9108,66,8.0,7,16,afyon
Sultan_Diner,93,102.0,216,2058,hatay
damla_ozyurt5389,10,13.0,59,0,i̇stanbul
mervegunes_5636,33,11.0,29,5,
aysebeslidunyal_7273,32,177.0,955,21,hatay
hope214,94,91.0,411,20,yurtdişi
fulyaokuroglu_,29,131.0,92,14,aydin
Asiye_Askin,57,10.0,5,0,
nytuser_ebruincee_1938,26,75.0,112,115,konya
Handan_Ozyigit,96,67.0,84,8,i̇zmir
nytuser_aylinamirkanova_9802,11,5.0,4,1,i̇stanbul
Esra_Vural12,105,63.0,62,8,gazi̇antep
Yildiz_Yener,114,304.0,1645,9895,yurtdişi
damlasimsekakbas,40,233.0,130,8,ankara
mrvgkmn_,12,93.0,44,11,eski̇şehi̇r
toprakgulsah28,38,8.0,5,2,bursa
nurehilla,121,127.0,424,5,i̇stanbul
blksorr,12,4.0,1,0,samsun
smy-aksy,109,8.0,5,0,
nytuser_firataktas_8727,13,20.0,46,12,i̇stanbul
eminetaplaktepe,72,61.0,115,5,i̇zmi̇r
nytuser_kevsercakmak_7247,25,10.0,7,0,kahramanmaraş
tugcee4833,65,26.0,12,2,mersin
rukiyecivelek,62,44.0,71,14,
ebru_necat,27,6.0,0,0,
kubraharun-26,53,63.0,87,9,van
mihriban_4018,39,96.0,167,6,van
nytuser_zeynepnisasimse_6946,12,2.0,1,4,i̇stanbul
naimeadak,116,104.0,534,58,i̇stanbul
edasefcom,60,125.0,1301,17,konya
salursavci,16,33.0,44,3,
fatma44kucukaslan,71,7.0,7,5,malatya
nytuser_seraptosun_4145,15,31.0,14,19,
nytuser_begumduysak_3581,13,7.0,5,14,i̇stanbul
nytuser_selinozturk_5892,16,101.0,73,24,aydin
esracihann1,61,43.0,38,2,kayseri̇
tugceskitchen,86,24.0,32,1,
nytuser_guldensariboga_8276,18,44.0,21,9,adana
gunesra_,125,48.0,154,17,i̇stanbul
tranko,156,180.0,138,94,bursa
tasmaniandevil,85,123.0,158,1,manisa
Fatma_Eryilmaz14,70,36.0,33,5,kütahya
EsraTeryaki,16,57.0,103,7,
nytuser_yemeksevenyeniann_9685,17,8.0,5,2,ankara
nesrinyesilyaprak_1019,37,6.0,8,9,elaziğ
burcuakkaya112,62,16.0,31,15,burdur
eczacielift,111,17.0,95,57,
secil-arslan-8887,50,42.0,57,24,ankara
cikolatakalpler,60,553.0,3178,30,ankara
Handan_Balo,95,184.0,299,7,çanakkale
aycibin,131,145.0,152,1,i̇stanbul
nytuser_feyzaataseven_4937,14,7.0,15,1,ri̇ze
duhaoglum,94,241.0,370,25,i̇stanbul
Cigdem_Balaban,131,202.0,245,18,bursa
nytuser_sinemalkan_9442,26,3.0,1,2,
Zeynep_Terzioglu,104,45.0,66,14,nevşehi̇r
senemsavas_1623,34,23.0,31,28,
nytuser_deryasanliturk_2807,17,2.0,3,12,i̇stanbul
yenigelinellilezzet,37,11.0,5,9,ankara
Aysezemzem_Kabasoy,133,39.0,434,14,hatay
_sahanemutfagim41_,15,4.0,35,85,kocaeli̇
nytuser_seydapolat_4558,15,79.0,113,3,gazi̇antep
Esra_Yaylaci,100,3.0,4,1,
nytuser_silagungor_8746,19,22.0,24,7,ankara
zeynep_ince974,34,358.0,1341,0,i̇stanbul
ilaysam,63,75.0,77,101,gaziantep
linasgreenkitchen,15,2.0,1,0,
Ilknur_Kucuk3,113,12.0,5,0,trabzon
gulumsun_,77,8.0,19,23,i̇zmi̇r
AvonSiparis_Yapilir,38,3.0,1,1,şanliurfa
Yagmur_Akdogan5,70,49.0,659,569,ankara
nevalhoraz,15,4.0,4,0,ankara
akkubus,131,47.0,50,33,ankara
mustafaazizoglu_8030,29,12.0,3,5,yurt dışı (i̇ngiltere)
baskubraa,73,92.0,43,2,ankara
Inci_Bozdurgut,133,193.0,169,32,sakarya
nytuser_taibeyurtsever_1127,16,1.0,0,0,
tugbamenguc,49,14.0,26,3,i̇stanbul
Ebru_Kasap,77,3.0,30,15,
Tuana_Candemir,124,25.0,52,26,teki̇rdağ
sultanturgut,55,174.0,248,245,tekirdağ
Fulya_Ulusoy,150,1.0,1,0,
TCSeda_Bldmm,98,3.0,2,9,gazi̇antep
nytuser_tugceakbayrak_7232,24,9.0,1,0,
nytuser_edakilic_6842,26,18.0,25,11,diyarbakır
latteninseruveni,80,129.0,1092,27,yurtdişi
Yonca_Meydan,80,24.0,19,4,hatay
Zeynep_Emekli2,102,8.0,15,32,yurtdişi
IlkimMelis_Acar,52,11.0,41,298,teki̇rdağ
Hafize_Sevil,60,144.0,113,20,hatay
kucukhayaller,69,10.0,2,1,
nytuser_turkanozturk_0812,16,2.0,7,2,şanliurfa
mavissunumlar1,55,268.0,1035,10,i̇stanbul
bankacininmutfagi,23,83.0,102,22,bursa
eliffozbey,26,157.0,181,2,i̇stanbul
kubrayilmaz_8801,35,16.0,9,4,kayseri̇
beritanoguz_7262,29,4.0,16,6,uşak
nisanurylmz12,61,9.0,24,15,malatya
Sahranurgul,32,20.0,12,5,
Emsu_foodstory,40,114.0,309,2,yurtdişi
Selime_BuranKeysan,126,201.0,94,14,deni̇zli̇
Vesile_Guner,121,83.0,164,7,i̇stanbul
Yasmir,123,674.0,2577,3,
Bsrmina,127,27.0,42,50,kocaeli̇
goog_54ec7fb1606a,39,65.0,696,8719,i̇stanbul
baharyelimutfak,76,83.0,359,10,şanliurfa
nytuser_meleginmutfagi_8130,21,35.0,28,28,
ayseglakyoll,74,49.0,41,11,deni̇zli̇
esrapolat_8554,38,22.0,24,6,van
Esma_Oturak,95,2.0,2,1,bolu
Busra_Kilic4,124,8.0,17,10,konya
nytuser_silandemirgibi_2023,21,76.0,29,3,gazi̇antep
Esma_Nur_Tursun,35,6.0,10,3,yalova
tuba7461,79,52.0,106,6,
Zehra_CeylanEs,105,15.0,50,82,ankara
Busra_Sahin114,60,12.0,24,15,trabzon
Seher-Kayaca-3728,53,35.0,29,3,
aycaozk,56,7.0,0,0,
busrakptn,106,40.0,64,2,
gigihand,67,191.0,156,1,bursa
sultansedaozer,40,14.0,24,23,deni̇zli̇
nytuser_mustafaceylan_2298,23,30.0,16,12,kayseri̇
emine_gobelek_,20,9.0,15,1,gazi̇antep
nytuser_yarenalkangarip_9977,46,20.0,12,13,sakarya
gulduman0909,89,11.0,22,23,kayseri̇
stanis,89,875.0,4316,38,kastamonu
aysuisik_4545,39,49.0,94,749,edi̇rne
nytuser_medusa_1259,20,15.0,13,1,van
rukiyef,108,93.0,145,0,i̇stanbul
busekutler,26,64.0,107,10,trabzon
seyransavci,40,43.0,27,12,mardi̇n
mutfaklezzet,91,4.0,243,50,mardi̇n
ESER-YELEGEN-,120,45.0,32,0,aydin
Elfkuruogluu,39,8.0,6,1,
nytuser_arzukilic_2020,19,62.0,42,7,trabzon
pinar-aluz-5088,44,3.0,0,2,
wiper,44,11.0,27,18,
Seda_Ozer9,108,495.0,3239,64,i̇stanbul
sbl123123,57,5.0,3,4,
S_E19,39,9.0,51,33,yurtdişi
Hava_Aydogan,120,58.0,88,15,afyon
benimmarifetim,77,226.0,395,2,şirnak
melikepoyraz,22,42.0,31,12,i̇stanbul
apocanenes,90,66.0,369,45,hatay
sirinperi,117,52.0,60,8,
korluelif,21,2.0,1,2,
iremturkoz_3050,31,3.0,1,1,
Busra_Gokce19,60,67.0,73,43,elaziğ
neysekiben,111,2.0,8,8,kars
Aysegul_Dagli5,42,452.0,1322,28,i̇stanbul
yokbaska,108,25.0,10,8,konya
biodilara,116,432.0,545,150,
Bahar_YenievliSeker,111,664.0,632,4,antalya
ozlemevgi1990,38,264.0,234,0,
mykitchenn,20,3.0,1,2,
goog_1f3d45401f49,38,7.0,1,0,
Bunubianlat,20,13.0,22,0,i̇stanbul
Mine_AkayUyar,92,9.0,31,30,ankara
zeynebin_mutfagi,21,116.0,50,16,ankara
